#<lower left points><upper right points>
(0.579181,0.172247)	(0.604893,0.18839)
(0.528021,0.960473)	(0.557453,0.968825)
(0.528021,0.974486)	(0.573945,0.985404)
(0.487151,0.974486)	(0.505288,0.980225)
(0.901487,0.333264)	(0.924071,0.355593)
(0.901487,0.355593)	(0.924071,0.368192)
(0.897555,0.355593)	(0.901487,0.368192)
(0.955976,0.108955)	(0.97397,0.207543)
(0.955976,0.207543)	(0.964894,0.265675)
(0.924071,0.207543)	(0.929536,0.21938)
(0.300869,0)	(0.328779,0.135915)
(0.300869,0.135915)	(0.302024,0.168948)
(0.298338,0.135915)	(0.300869,0.256266)
(0.732005,0.422431)	(0.74507,0.426606)
(0.732005,0.426606)	(0.74507,0.444383)
(0.69546,0.426606)	(0.707742,0.435729)
(0.103036,0)	(0.11126,0.160435)
(0.103036,0.160435)	(0.109248,0.278057)
(0.0962466,0.160435)	(0.099086,0.347253)
(0.720666,0.236204)	(0.769856,0.237354)
(0.720666,0.244267)	(0.757451,0.249809)
(0.691667,0.244267)	(0.698904,0.257421)
(0.16196,0.0302121)	(0.199834,0.0508804)
(0.16196,0.0508804)	(0.188533,0.0551379)
(0.143818,0.0508804)	(0.16196,0.151557)
(0.294204,0.885854)	(0.31521,0.894657)
(0.294204,0.9138)	(0.305531,0.931366)
(0.135477,0.9138)	(0.155787,0.935321)
(0.71714,0.226429)	(0.855543,0.229391)
(0.71714,0.229391)	(0.855543,0.236204)
(0.691667,0.229391)	(0.71714,0.236204)
(0.971353,0.333264)	(0.987593,0.376657)
(0.971353,0.387769)	(0.985351,0.396732)
(0.951503,0.387769)	(0.971353,0.402864)
(0.340147,0.749383)	(0.374064,0.762717)
(0.340147,0.762717)	(0.343843,0.794598)
(0.339543,0.762717)	(0.340147,0.796041)
(0.929536,0.207543)	(0.955976,0.21938)
(0.929536,0.21938)	(0.950009,0.258593)
(0.924071,0.21938)	(0.929536,0.333264)
(0.543149,0.885854)	(0.675601,0.890722)
(0.543149,0.89959)	(0.740088,0.901074)
(0.462382,0.89959)	(0.477086,0.902506)
(0.061153,0.598841)	(0.0706772,0.6154)
(0.061153,0.641865)	(0.0820485,0.682985)
(0.0227203,0.641865)	(0.039198,0.644842)
(0.269459,0.257778)	(0.286111,0.267356)
(0.269459,0.267356)	(0.270524,0.295374)
(0.247494,0.267356)	(0.25225,0.294194)
(0.864549,0.580226)	(0.910371,0.58943)
(0.864549,0.58943)	(0.873485,0.613293)
(0.8634,0.58943)	(0.864549,0.615038)
(0.786341,0.707477)	(0.808765,0.718659)
(0.786341,0.718659)	(0.808765,0.727581)
(0.752747,0.718659)	(0.786341,0.727581)
(0.217648,0.67531)	(0.22348,0.718829)
(0.217648,0.718829)	(0.22348,0.784547)
(0.143818,0.718829)	(0.159462,0.781331)
(0.442299,0.785653)	(0.489718,0.798177)
(0.442299,0.798177)	(0.489319,0.814349)
(0.375423,0.798177)	(0.438911,0.811274)
(0.804966,0.057943)	(0.877727,0.0623541)
(0.804966,0.0623541)	(0.810848,0.110994)
(0.691667,0.0623541)	(0.788746,0.129382)
(0.482328,0.090274)	(0.520756,0.114443)
(0.482328,0.123727)	(0.504105,0.1336)
(0.437183,0.123727)	(0.482328,0.159247)
(0.177968,0)	(0.298338,0.0194676)
(0.177968,0.0194676)	(0.298043,0.0275009)
(0.143818,0.0194676)	(0.177968,0.0302121)
(0.438911,0.798177)	(0.442299,0.811274)
(0.438911,0.811274)	(0.442299,0.815961)
(0.375423,0.811274)	(0.438911,0.815961)
(0.264002,0.0982663)	(0.274202,0.129616)
(0.264002,0.207726)	(0.286111,0.257778)
(0.215759,0.207726)	(0.234481,0.208027)
(0.450373,0.335432)	(0.450763,0.382239)
(0.450373,0.382239)	(0.450763,0.442889)
(0.376033,0.382239)	(0.376958,0.398416)
(0.508126,0.503659)	(0.53152,0.513599)
(0.508126,0.513599)	(0.53152,0.53105)
(0.496179,0.513599)	(0.508126,0.53105)
(0.280033,0.0982663)	(0.284871,0.100595)
(0.280033,0.18994)	(0.286111,0.207726)
(0.264002,0.18994)	(0.280033,0.207726)
(0.0236277,0.429362)	(0.0269248,0.440988)
(0.0236277,0.440988)	(0.0269248,0.497114)
(0.00469314,0.440988)	(0.00907167,0.452941)
(0.0706772,0.598841)	(0.0882956,0.6154)
(0.0706772,0.6154)	(0.0882956,0.641865)
(0.061153,0.6154)	(0.069759,0.622772)
(0.492513,0.850416)	(0.521717,0.854323)
(0.492513,0.854323)	(0.521717,0.85509)
(0.418019,0.854323)	(0.492513,0.85509)
(0.270524,0.267356)	(0.286111,0.295374)
(0.270524,0.295374)	(0.278505,0.298031)
(0.269459,0.295374)	(0.270524,0.309519)
(0.46806,0.18839)	(0.559296,0.192813)
(0.46806,0.19946)	(0.563116,0.200523)
(0.404413,0.19946)	(0.449543,0.252525)
(0.659984,0.226429)	(0.691667,0.247273)
(0.659984,0.247273)	(0.674563,0.270629)
(0.65428,0.247273)	(0.659984,0.279131)
(0.13725,0.351008)	(0.14026,0.530874)
(0.13725,0.566149)	(0.137465,0.610364)
(0.137061,0.566149)	(0.13725,0.829064)
(0.921278,0.057943)	(0.921971,0.151958)
(0.921278,0.161087)	(0.924071,0.279131)
(0.890821,0.161087)	(0.899335,0.229335)
(0.572554,0.362887)	(0.592958,0.374004)
(0.572554,0.38962)	(0.575071,0.398189)
(0.516677,0.38962)	(0.572554,0.399193)
(0.771015,0.636783)	(0.910371,0.637761)
(0.771015,0.637761)	(0.82901,0.64213)
(0.732665,0.637761)	(0.771015,0.655785)
(0.4528,0.26822)	(0.519156,0.285081)
(0.4528,0.297442)	(0.519235,0.304279)
(0.404413,0.297442)	(0.4528,0.304279)
(0.183045,0.294101)	(0.186965,0.301763)
(0.183045,0.353588)	(0.187387,0.439507)
(0.149924,0.353588)	(0.180349,0.404988)
(0.299149,0.677642)	(0.330157,0.685508)
(0.299149,0.685508)	(0.323976,0.792427)
(0.298338,0.685508)	(0.299149,0.796041)
(0.928038,0.539272)	(0.949735,0.579223)
(0.928038,0.579595)	(0.933343,0.617239)
(0.925967,0.579595)	(0.928038,0.661681)
(0.0758286,0.407478)	(0.0882956,0.41134)
(0.0758286,0.41134)	(0.0882956,0.429362)
(0.0269248,0.41134)	(0.0604089,0.427544)
(0.892637,0.057943)	(0.908445,0.0728402)
(0.892637,0.0875356)	(0.900125,0.160633)
(0.890821,0.0875356)	(0.892637,0.161087)
(0.0135903,0.598841)	(0.0161342,0.659125)
(0.0135903,0.677196)	(0.0227203,0.685409)
(0.00469314,0.677196)	(0.0135903,0.685409)
(0.635856,0.333389)	(0.694328,0.334672)
(0.635856,0.362684)	(0.706858,0.400902)
(0.626698,0.362684)	(0.632524,0.367664)
(0.769856,0.236204)	(0.855543,0.237354)
(0.769856,0.237354)	(0.855543,0.244267)
(0.720666,0.237354)	(0.769856,0.244267)
(0.564236,0.661681)	(0.577082,0.713486)
(0.564236,0.713486)	(0.577082,0.713639)
(0.479047,0.713486)	(0.564236,0.713639)
(0.553864,0.26822)	(0.607001,0.280201)
(0.553864,0.280201)	(0.570535,0.28875)
(0.519235,0.280201)	(0.530011,0.280748)
(0.400253,0.057943)	(0.404413,0.0959385)
(0.400253,0.0959385)	(0.404413,0.26822)
(0.375423,0.0959385)	(0.394609,0.204315)
(0.62686,0.0791695)	(0.644924,0.0902256)
(0.62686,0.0902256)	(0.644924,0.112933)
(0.613157,0.0902256)	(0.621893,0.108599)
(0.274796,0.67531)	(0.286111,0.686572)
(0.274796,0.686572)	(0.279611,0.746274)
(0.273082,0.686572)	(0.274796,0.799718)
(0.899335,0.161087)	(0.91288,0.16917)
(0.899335,0.229335)	(0.921278,0.279131)
(0.890821,0.229335)	(0.899335,0.279131)
(0.344074,0.796041)	(0.374064,0.821692)
(0.344074,0.821692)	(0.374064,0.829064)
(0.330157,0.821692)	(0.344074,0.829064)
(0.229231,0.0302121)	(0.286111,0.0309624)
(0.229231,0.0309624)	(0.278266,0.0768712)
(0.215759,0.0309624)	(0.221505,0.0655549)
(0.0768723,0.0146065)	(0.0785082,0.0656381)
(0.0768723,0.102457)	(0.0822403,0.103589)
(0.0247224,0.102457)	(0.0768723,0.103589)
(0.912034,0.785653)	(1,0.806776)
(0.912034,0.806776)	(1,0.819665)
(0.757032,0.806776)	(0.839556,0.815101)
(0.563116,0.19946)	(0.575987,0.200523)
(0.563116,0.200523)	(0.563385,0.245398)
(0.46806,0.200523)	(0.486465,0.207982)
(0.734653,0.449827)	(0.761769,0.452289)
(0.734653,0.452289)	(0.761769,0.49339)
(0.69546,0.452289)	(0.734653,0.49339)
(0.933538,0.402864)	(0.937146,0.416101)
(0.933538,0.466233)	(0.942171,0.507913)
(0.925967,0.466233)	(0.933538,0.539272)
(0.908445,0.057943)	(0.915435,0.0604143)
(0.908445,0.0728402)	(0.921278,0.0875356)
(0.892637,0.0728402)	(0.908445,0.0875356)
(0.869161,0.655785)	(0.924071,0.66124)
(0.869161,0.66124)	(0.924071,0.661681)
(0.732665,0.66124)	(0.869161,0.661681)
(0.274202,0.0982663)	(0.280033,0.129616)
(0.274202,0.129616)	(0.280033,0.18994)
(0.264002,0.129616)	(0.274202,0.18994)
(0.764926,0.960473)	(0.770063,0.963441)
(0.764926,0.967215)	(0.862782,0.982226)
(0.573945,0.967215)	(0.659986,0.971107)
(0.336637,0.272839)	(0.34034,0.312365)
(0.336637,0.361181)	(0.342544,0.374459)
(0.328779,0.361181)	(0.336637,0.382962)
(0.611375,0.112933)	(0.612795,0.213968)
(0.611375,0.256022)	(0.613157,0.331631)
(0.607001,0.256022)	(0.610335,0.318569)
(0.686488,0.0285336)	(0.693482,0.0462921)
(0.686488,0.0462921)	(0.693482,0.057943)
(0.607001,0.0462921)	(0.612738,0.0540702)
(0.0818428,0.23305)	(0.086265,0.319393)
(0.0818428,0.319393)	(0.086265,0.407478)
(0.0661527,0.319393)	(0.0818428,0.407478)
(0.504105,0.123727)	(0.537046,0.1336)
(0.504105,0.1336)	(0.537046,0.159247)
(0.482328,0.1336)	(0.504105,0.159247)
(0.187408,0.257778)	(0.191234,0.280402)
(0.187408,0.329559)	(0.189646,0.361932)
(0.187387,0.329559)	(0.187408,0.439507)
(0.634477,0.840727)	(0.648779,0.85683)
(0.634477,0.85683)	(0.648779,0.867193)
(0.586032,0.85683)	(0.60982,0.860045)
(0.36442,0.861901)	(0.399136,0.866989)
(0.36442,0.866989)	(0.399136,0.875132)
(0.329787,0.866989)	(0.36442,0.875132)
(0.155787,0.9138)	(0.294204,0.935321)
(0.155787,0.935321)	(0.19359,0.951823)
(0.135477,0.935321)	(0.155787,1)
(0.00802842,0.16217)	(0.0584485,0.181307)
(0.00802842,0.231539)	(0.0626186,0.23305)
(0,0.231539)	(0.00802842,0.23305)
(0.447268,0.090274)	(0.482328,0.113108)
(0.447268,0.113108)	(0.482328,0.123727)
(0.437183,0.113108)	(0.447268,0.123727)
(0.0633778,0.103589)	(0.0822403,0.143966)
(0.0633778,0.143966)	(0.0822403,0.147991)
(0.0247224,0.143966)	(0.0633778,0.147991)
(0.159462,0.718829)	(0.202559,0.75137)
(0.159462,0.781331)	(0.217648,0.784547)
(0.143818,0.781331)	(0.159462,0.784547)
(0.449543,0.19946)	(0.462476,0.239383)
(0.449543,0.252525)	(0.46806,0.254126)
(0.404413,0.252525)	(0.449543,0.254126)
(0.88869,0.057943)	(0.890821,0.0653725)
(0.88869,0.0653725)	(0.890821,0.137557)
(0.877727,0.0653725)	(0.882581,0.115919)
(0.689908,0.76355)	(0.731511,0.777475)
(0.689908,0.777475)	(0.731511,0.783514)
(0.685369,0.777475)	(0.689908,0.783514)
(0.542214,0.057943)	(0.579181,0.0605533)
(0.542214,0.0605533)	(0.579181,0.090274)
(0.412792,0.0605533)	(0.470702,0.0655104)
(0.499389,0.713639)	(0.577082,0.719642)
(0.499389,0.719642)	(0.505478,0.721913)
(0.479047,0.719642)	(0.499389,0.78423)
(0.894755,0.343666)	(0.897475,0.354933)
(0.894755,0.354933)	(0.897475,0.411504)
(0.771055,0.354933)	(0.825327,0.35938)
(0.0785082,0.0146065)	(0.0822403,0.0656381)
(0.0785082,0.0656381)	(0.081039,0.0705798)
(0.0768723,0.0656381)	(0.0785082,0.102457)
(0.234481,0.207726)	(0.264002,0.208027)
(0.234481,0.208027)	(0.237855,0.234578)
(0.215759,0.208027)	(0.234481,0.257778)
(0.166964,0.885854)	(0.294204,0.896847)
(0.166964,0.896847)	(0.25123,0.909575)
(0.135477,0.896847)	(0.166964,0.9138)
(0.626496,0.840727)	(0.634477,0.853283)
(0.626496,0.853283)	(0.634477,0.85683)
(0.586032,0.853283)	(0.626496,0.85683)
(0.165333,0.67531)	(0.205913,0.680355)
(0.165333,0.687299)	(0.168797,0.712028)
(0.143818,0.687299)	(0.165333,0.718829)
(0.567103,0.985404)	(0.573945,0.987678)
(0.567103,0.987678)	(0.573945,0.995494)
(0.487151,0.987678)	(0.535849,0.995074)
(0.152727,0.294101)	(0.160772,0.295187)
(0.152727,0.313601)	(0.183045,0.353588)
(0.149924,0.313601)	(0.152727,0.353588)
(0.954553,0.0419568)	(0.959024,0.0616487)
(0.954553,0.0784423)	(0.97397,0.108955)
(0.924071,0.0784423)	(0.92821,0.0926837)
(0.241182,0.0982663)	(0.264002,0.207711)
(0.241182,0.207711)	(0.264002,0.207726)
(0.215759,0.207711)	(0.241182,0.207726)
(0.186965,0.294101)	(0.187387,0.301763)
(0.186965,0.301763)	(0.187387,0.353588)
(0.183045,0.301763)	(0.186965,0.353588)
(0.5061,0.503659)	(0.508126,0.513478)
(0.5061,0.513478)	(0.508126,0.513599)
(0.496179,0.513478)	(0.5061,0.513599)
(0.873335,0.785653)	(0.912034,0.801651)
(0.873335,0.801651)	(0.912034,0.806776)
(0.757032,0.801651)	(0.873335,0.806776)
(0.119067,0.247907)	(0.120278,0.557347)
(0.119067,0.557347)	(0.120278,0.67165)
(0.117647,0.557347)	(0.119067,0.67165)
(0.985351,0.387769)	(1,0.396732)
(0.985351,0.396732)	(1,0.402864)
(0.971353,0.396732)	(0.985351,0.402864)
(0.505478,0.719642)	(0.577082,0.721913)
(0.505478,0.721913)	(0.557418,0.723603)
(0.499389,0.721913)	(0.505478,0.78423)
(0.235718,0.558389)	(0.250357,0.602776)
(0.235718,0.650077)	(0.286111,0.67531)
(0.23146,0.650077)	(0.235718,0.67531)
(0.45501,0.304279)	(0.519235,0.312447)
(0.45501,0.312447)	(0.492746,0.321113)
(0.404413,0.312447)	(0.434066,0.322133)
(0.573525,0.921987)	(0.863481,0.925377)
(0.573525,0.925377)	(0.60012,0.9456)
(0.404791,0.925377)	(0.507711,0.936438)
(0.735103,0.535625)	(0.829619,0.549914)
(0.735103,0.556488)	(0.879688,0.580226)
(0.732665,0.556488)	(0.735103,0.580226)
(0.889449,0.938219)	(0.940144,0.943587)
(0.889449,0.943587)	(0.930706,0.985329)
(0.863481,0.943587)	(0.870243,0.953177)
(0.465178,0.362887)	(0.478603,0.384477)
(0.465178,0.384477)	(0.478603,0.40817)
(0.450763,0.384477)	(0.453498,0.394497)
(0.680782,0)	(0.693482,0.0271244)
(0.680782,0.0271244)	(0.693482,0.0285336)
(0.607001,0.0271244)	(0.680782,0.0285336)
(0.399764,0.0959385)	(0.400253,0.244498)
(0.399764,0.244498)	(0.400253,0.26822)
(0.375423,0.244498)	(0.399764,0.26822)
(0.180349,0.353588)	(0.183045,0.404988)
(0.180349,0.404988)	(0.183045,0.439507)
(0.149924,0.404988)	(0.180349,0.439507)
(0.940653,0.579595)	(0.951503,0.654551)
(0.940653,0.654551)	(0.951503,0.661681)
(0.928038,0.654551)	(0.940653,0.661681)
(0.0903008,0.835009)	(0.0905656,0.870869)
(0.0903008,0.940987)	(0.135477,0.958742)
(0.089431,0.940987)	(0.0903008,0.958742)
(0.394609,0.0959385)	(0.399764,0.204315)
(0.394609,0.204315)	(0.399764,0.244498)
(0.375423,0.204315)	(0.394609,0.244498)
(0.313183,0.9138)	(0.324246,0.952116)
(0.313183,0.96235)	(0.3253,0.979811)
(0.294204,0.96235)	(0.313183,1)
(0.845923,0.354933)	(0.894755,0.360665)
(0.845923,0.360665)	(0.890762,0.409904)
(0.771055,0.360665)	(0.788273,0.391016)
(0.861353,0.449827)	(0.861691,0.462468)
(0.861353,0.462502)	(0.873513,0.477179)
(0.761769,0.462502)	(0.859571,0.471142)
(0.338144,0.796041)	(0.344074,0.81249)
(0.338144,0.81249)	(0.344074,0.821692)
(0.330157,0.81249)	(0.333823,0.81769)
(0.701057,0.49339)	(0.702581,0.620595)
(0.701057,0.620595)	(0.702581,0.653898)
(0.626698,0.620595)	(0.663654,0.644124)
(0.0907487,0.463701)	(0.0916794,0.648412)
(0.0907487,0.679352)	(0.0958592,0.685409)
(0.0882956,0.679352)	(0.0907487,0.685409)
(0.846621,0.950748)	(0.863481,0.95573)
(0.846621,0.95573)	(0.863481,0.959495)
(0.648859,0.95573)	(0.718896,0.956546)
(0.271319,0.67531)	(0.273082,0.68844)
(0.271319,0.68844)	(0.273082,0.784547)
(0.22348,0.68844)	(0.236344,0.713226)
(0.788273,0.360665)	(0.79409,0.364165)
(0.788273,0.391016)	(0.818164,0.397281)
(0.771055,0.391016)	(0.788273,0.411504)
(0.795337,0.985404)	(0.863481,0.989563)
(0.795337,0.989563)	(0.863481,0.995494)
(0.573945,0.989563)	(0.678665,0.991751)
(0.664324,0.49339)	(0.701057,0.515275)
(0.664324,0.515275)	(0.667479,0.52555)
(0.626698,0.515275)	(0.647701,0.593116)
(0.826533,0.422431)	(0.897475,0.437418)
(0.826533,0.437418)	(0.897475,0.444383)
(0.74507,0.437418)	(0.781388,0.441471)
(0.729466,0.680072)	(0.738694,0.688079)
(0.729466,0.688272)	(0.871265,0.696768)
(0.627062,0.688272)	(0.703461,0.692054)
(0.295184,0.0302121)	(0.296268,0.087858)
(0.295184,0.087858)	(0.296268,0.205268)
(0.292263,0.087858)	(0.295184,0.205268)
(0.62516,0.740886)	(0.635346,0.781507)
(0.62516,0.781507)	(0.635346,0.785653)
(0.624466,0.781507)	(0.62516,0.785653)
(0.747257,0.49339)	(0.879688,0.509968)
(0.747257,0.509968)	(0.751968,0.532381)
(0.732665,0.509968)	(0.747257,0.535625)
(0.964894,0.207543)	(0.97397,0.265675)
(0.964894,0.265675)	(0.965798,0.307507)
(0.955976,0.265675)	(0.95844,0.266788)
(0.982024,0.101542)	(0.992829,0.117426)
(0.982024,0.117426)	(0.992829,0.24899)
(0.97453,0.117426)	(0.982024,0.24899)
(0.746145,0.218173)	(0.877727,0.221134)
(0.746145,0.221134)	(0.877727,0.226429)
(0.729579,0.221134)	(0.746145,0.226429)
(0.957393,0.701968)	(1,0.723644)
(0.957393,0.723644)	(0.959605,0.732036)
(0.936615,0.723644)	(0.939168,0.765968)
(0.0237871,0.497114)	(0.0380415,0.498539)
(0.0237871,0.498539)	(0.0380415,0.579315)
(0.0227203,0.498539)	(0.0237871,0.579315)
(0.477637,0.49339)	(0.48041,0.555659)
(0.477637,0.555659)	(0.48041,0.577274)
(0.453614,0.555659)	(0.459682,0.575567)
(0.0634126,0.23305)	(0.0661527,0.266884)
(0.0634126,0.266884)	(0.0661527,0.270061)
(0.00799558,0.266884)	(0.00995242,0.26706)
(0.18466,0.439507)	(0.187387,0.535339)
(0.18466,0.535339)	(0.186907,0.535852)
(0.15954,0.535339)	(0.164156,0.570231)
(0.3495,0)	(0.360947,0.00232673)
(0.3495,0.00407679)	(0.360948,0.0737945)
(0.335472,0.00407679)	(0.34921,0.0305279)
(0.163266,0.151557)	(0.180527,0.206693)
(0.163266,0.23353)	(0.16627,0.251739)
(0.143818,0.23353)	(0.152674,0.255091)
(0.679997,0.740886)	(0.685369,0.779475)
(0.679997,0.779475)	(0.685369,0.785653)
(0.635346,0.779475)	(0.679997,0.785653)
(0.49255,0.713639)	(0.499389,0.717747)
(0.49255,0.717747)	(0.499389,0.719642)
(0.479047,0.717747)	(0.488889,0.719335)
(0.0158146,0.843314)	(0.0824644,0.843723)
(0.0158146,0.843723)	(0.0338393,0.854871)
(0.0145658,0.843723)	(0.0158146,0.943568)
(0.111256,0.808445)	(0.11126,0.813759)
(0.111256,0.813759)	(0.11126,0.835009)
(0.0476041,0.813759)	(0.111256,0.835009)
(0.953407,0.108955)	(0.953495,0.171209)
(0.953407,0.193029)	(0.955976,0.207543)
(0.924071,0.193029)	(0.95147,0.203167)
(0.0584485,0.16217)	(0.0626186,0.181307)
(0.0584485,0.181307)	(0.0591853,0.229534)
(0.00802842,0.181307)	(0.0516689,0.21753)
(0.099086,0.160435)	(0.103036,0.347253)
(0.099086,0.347253)	(0.103036,0.34875)
(0.0962466,0.347253)	(0.099086,0.34875)
(0.829628,0.137557)	(0.875637,0.16375)
(0.829628,0.212799)	(0.877727,0.218173)
(0.729579,0.212799)	(0.813545,0.217717)
(0.214077,0.471871)	(0.230404,0.499561)
(0.214077,0.499561)	(0.230404,0.558389)
(0.201334,0.499561)	(0.214077,0.558389)
(0.859571,0.462502)	(0.861353,0.471142)
(0.859571,0.471142)	(0.861353,0.49339)
(0.761769,0.471142)	(0.815968,0.471803)
(0.323804,0.661681)	(0.374064,0.675825)
(0.323804,0.675825)	(0.374064,0.677642)
(0.298338,0.675825)	(0.323804,0.677642)
(0.598466,0.661681)	(0.613989,0.720586)
(0.598466,0.720586)	(0.613989,0.773919)
(0.591423,0.720586)	(0.598466,0.773919)
(0.725471,0.49339)	(0.732665,0.543573)
(0.725471,0.543573)	(0.72688,0.644313)
(0.702581,0.543573)	(0.70432,0.558857)
(0.47276,0.840727)	(0.586032,0.844716)
(0.47276,0.844716)	(0.586032,0.850416)
(0.418019,0.844716)	(0.450949,0.847649)
(0.846812,0.289607)	(0.890821,0.29609)
(0.846812,0.29609)	(0.890821,0.318201)
(0.805131,0.29609)	(0.821723,0.29671)
(0.738694,0.680072)	(0.779543,0.685445)
(0.738694,0.688079)	(0.936615,0.688272)
(0.729466,0.688079)	(0.738694,0.688272)
(0.659986,0.967215)	(0.764926,0.971107)
(0.659986,0.971107)	(0.764926,0.985404)
(0.573945,0.971107)	(0.630813,0.972368)
(0.312966,0.256266)	(0.317835,0.381918)
(0.312966,0.402798)	(0.318709,0.431197)
(0.298338,0.402798)	(0.312402,0.490886)
(0.810848,0.0623541)	(0.824053,0.0844289)
(0.810848,0.110994)	(0.813672,0.135518)
(0.804966,0.110994)	(0.810848,0.137557)
(0.405999,0.335432)	(0.418919,0.341758)
(0.405999,0.378422)	(0.450373,0.382239)
(0.376033,0.378422)	(0.405999,0.382239)
(0.825893,0.661681)	(0.873278,0.663277)
(0.825893,0.673004)	(0.936615,0.680072)
(0.627062,0.673004)	(0.825893,0.680072)
(0.882581,0.0653725)	(0.88869,0.115919)
(0.882581,0.115919)	(0.88869,0.137557)
(0.877727,0.115919)	(0.882395,0.136363)
(0.160772,0.294101)	(0.183045,0.295187)
(0.160772,0.295187)	(0.182581,0.298175)
(0.152727,0.295187)	(0.160772,0.313601)
(0.323976,0.685508)	(0.330157,0.792427)
(0.323976,0.792427)	(0.330157,0.796041)
(0.299149,0.792427)	(0.323976,0.796041)
(0.813672,0.110994)	(0.877727,0.135518)
(0.813672,0.135518)	(0.877727,0.137557)
(0.810848,0.135518)	(0.813672,0.137557)
(0.895184,0.279131)	(0.902257,0.284601)
(0.895184,0.284601)	(0.902257,0.321959)
(0.890821,0.284601)	(0.895184,0.321959)
(0.730439,0.137557)	(0.732458,0.138914)
(0.730439,0.203318)	(0.825784,0.21184)
(0.729579,0.203318)	(0.730439,0.212799)
(0.818164,0.391016)	(0.845923,0.397281)
(0.818164,0.397281)	(0.845923,0.411504)
(0.788273,0.397281)	(0.818164,0.411504)
(0.276052,0.309519)	(0.286111,0.343018)
(0.276052,0.343018)	(0.286111,0.458435)
(0.269273,0.343018)	(0.276052,0.458435)
(0.0246224,0.270061)	(0.0375786,0.299039)
(0.0246224,0.321074)	(0.0272156,0.353106)
(0.00799558,0.321074)	(0.0246224,0.407478)
(0.995253,0)	(0.999933,0.00504853)
(0.995253,0.0260677)	(1,0.0419568)
(0.974458,0.0260677)	(0.995253,0.0419568)
(0.232435,0.558389)	(0.235718,0.59789)
(0.232435,0.59789)	(0.235718,0.650077)
(0.23146,0.59789)	(0.232435,0.650077)
(0.278266,0.0309624)	(0.286111,0.0768712)
(0.278266,0.0768712)	(0.286111,0.0982663)
(0.229231,0.0768712)	(0.245519,0.0881474)
(0.751668,0.76355)	(0.756646,0.766885)
(0.751668,0.766885)	(0.756646,0.783514)
(0.731511,0.766885)	(0.751668,0.783514)
(0.489319,0.798177)	(0.489718,0.814349)
(0.489319,0.814349)	(0.489718,0.815961)
(0.442299,0.814349)	(0.489319,0.815961)
(0.678846,0.057943)	(0.6842,0.143263)
(0.678846,0.204649)	(0.691667,0.221347)
(0.658781,0.204649)	(0.663625,0.210456)
(0.279611,0.686572)	(0.286111,0.746274)
(0.279611,0.746274)	(0.284275,0.764652)
(0.274796,0.746274)	(0.279611,0.799718)
(0.182012,0.439507)	(0.18466,0.449932)
(0.182012,0.449932)	(0.18466,0.535339)
(0.15954,0.449932)	(0.160337,0.472172)
(0.821723,0.29609)	(0.846812,0.29671)
(0.821723,0.29671)	(0.846812,0.318201)
(0.805131,0.29671)	(0.806021,0.313954)
(0.741232,0.840727)	(0.996519,0.846682)
(0.741232,0.85566)	(1,0.85749)
(0.67413,0.85566)	(0.741232,0.85749)
(0.70432,0.543573)	(0.725471,0.558857)
(0.70432,0.558857)	(0.720231,0.588317)
(0.702581,0.558857)	(0.70432,0.653898)
(0.116798,0.247907)	(0.117647,0.589558)
(0.116798,0.589558)	(0.117647,0.67165)
(0.11126,0.589558)	(0.112622,0.664534)
(0.13171,0.835009)	(0.135477,0.922391)
(0.13171,0.922391)	(0.135477,0.940987)
(0.0903008,0.922391)	(0.114703,0.936774)
(0.069759,0.6154)	(0.0706772,0.622772)
(0.069759,0.622772)	(0.0706772,0.641865)
(0.061153,0.622772)	(0.069759,0.641865)
(0.833898,0.535625)	(0.879688,0.55058)
(0.833898,0.55058)	(0.879688,0.556488)
(0.735103,0.55058)	(0.833898,0.556488)
(0.25123,0.896847)	(0.287246,0.896898)
(0.25123,0.909575)	(0.294204,0.9138)
(0.166964,0.909575)	(0.25123,0.9138)
(0.350319,0.382962)	(0.366648,0.563742)
(0.350319,0.563742)	(0.366648,0.661681)
(0.328779,0.563742)	(0.350319,0.661681)
(0.621893,0.0902256)	(0.62686,0.108599)
(0.621893,0.108599)	(0.62686,0.112933)
(0.613157,0.108599)	(0.621893,0.112933)
(0.557418,0.721913)	(0.577082,0.723603)
(0.557418,0.723603)	(0.566384,0.740606)
(0.505478,0.723603)	(0.513554,0.733311)
(0.743965,0.137557)	(0.779584,0.149853)
(0.743965,0.151295)	(0.827402,0.200467)
(0.730439,0.151295)	(0.743965,0.203318)
(0.102163,0)	(0.102433,0.0682023)
(0.102163,0.142616)	(0.103036,0.160435)
(0.0962466,0.142616)	(0.102163,0.160435)
(0.157372,0.885854)	(0.166964,0.894866)
(0.157372,0.894866)	(0.166964,0.896847)
(0.135477,0.894866)	(0.157372,0.896847)
(0.674563,0.247273)	(0.688035,0.251832)
(0.674563,0.270629)	(0.691667,0.279131)
(0.659984,0.270629)	(0.674563,0.279131)
(0.505288,0.974486)	(0.528021,0.980225)
(0.505288,0.980225)	(0.528021,0.985404)
(0.487151,0.980225)	(0.505288,0.985404)
(0.557453,0.960473)	(0.573945,0.968825)
(0.557453,0.968825)	(0.573945,0.974486)
(0.528021,0.968825)	(0.557453,0.974486)
(0.081039,0.0656381)	(0.0822403,0.0705798)
(0.081039,0.0705798)	(0.0822403,0.102457)
